0.000000	0.004329	-17976.423705
4.000000E-5	-0.000619	-22291.639327
8.000000E-5	0.002011	-14615.633884
0.000120	0.004493	-20291.832919
0.000160	0.003562	-14377.874260
0.000200	0.002973	-21163.585792
0.000240	0.002312	-12800.330241
0.000280	-0.000168	-16768.079702
0.000320	-0.003310	-17985.094557
0.000360	-0.002372	-20719.605756
0.000400	-0.000738	-15857.688864
0.000440	0.000798	-17263.242076
0.000480	-7.891924E-5	-15777.965647
0.000520	0.001451	-23699.137404
0.000560	0.001207	-18017.687236
0.000600	0.002475	-27015.616740
0.000640	0.002656	-20899.554297
0.000680	0.006055	-15855.484684
0.000720	0.006928	-20016.245690
0.000760	0.006459	-18476.383411
0.000800	0.007720	-17793.006823
0.000840	0.004546	-22296.533901
0.000880	0.005424	-16536.851580
0.000920	0.006739	-22153.635019
0.000960	0.002033	-15303.969876
0.001000	0.000749	-18691.939171
0.001040	0.001518	-14889.179006
0.001080	0.002222	-18505.297056
0.001120	0.001590	-19150.521895
0.001160	0.002391	-16545.846576
0.001200	0.001486	-18876.458143
0.001240	0.002196	-16853.378196
0.001280	-0.000657	-20701.810250
0.001320	-0.001632	-9824.315556
0.001360	0.001581	-15927.136716
0.001400	0.001980	-22008.499543
0.001440	-0.001403	-13207.390276
0.001480	0.001307	-17580.708710
0.001520	-5.491653E-5	-18092.953473
0.001560	-0.001893	-22174.331613
0.001600	-0.001564	-22659.802082
0.001640	-0.000205	-17067.686001
0.001680	-0.000279	-17207.375858
0.001720	0.003459	-18875.096738
0.001760	0.005345	-21377.002202
0.001800	0.001485	-13795.338871
0.001840	0.001348	-20015.273258
0.001880	0.005394	-18634.646719
0.001920	0.007747	-8919.451372
0.001960	0.000123	-23994.578452
0.002000	0.007267	-20438.086692
0.002040	0.006979	-19034.948352
0.002080	0.001855	-21024.479395
0.002120	0.003527	-19816.135392
0.002160	0.006245	-14731.093977
0.002200	0.007539	-19319.271261
0.002240	0.006730	-17997.055471
0.002280	0.008678	-22387.764230
0.002320	0.009117	-16885.273965
0.002360	0.008229	-16478.732560
0.002400	0.005526	-18288.152990
0.002440	0.004197	-23901.468088
0.002480	0.008076	-17132.838945
0.002520	0.001773	-20164.655020
0.002560	0.003571	-24261.332757
0.002600	0.005407	-19094.266704
0.002640	0.002220	-18812.018316
0.002680	0.002783	-21083.538432
0.002720	-0.001170	-13941.171256
0.002760	-0.000456	-13797.137870
0.002800	0.001156	-22052.372433
0.002840	0.004095	-13534.257086
0.002880	0.004143	-16644.678081
0.002920	0.007573	-16484.777846
0.002960	0.002914	-20556.350630
0.003000	0.000554	-26851.048831
0.003040	0.003521	-22711.081663
0.003080	0.006531	-23304.605534
0.003120	0.012437	-23710.109678
0.003160	0.012410	-19030.248264
0.003200	0.010054	-19924.059136
0.003240	0.007677	-23357.473420
0.003280	0.007176	-21965.177697
0.003320	0.005346	-15237.957950
0.003360	0.009359	-17300.162078
0.003400	0.010209	-23452.074847
0.003440	0.006881	-15882.032078
0.003480	0.006347	-15399.414076
0.003520	0.003195	-13330.905348
0.003560	0.003700	-23120.929336
0.003600	0.004273	-19184.638051
0.003640	0.002416	-20133.375124
0.003680	0.005298	-27029.149752
0.003720	0.002423	-20623.318780
0.003760	-0.001685	-13014.378732
0.003800	2.357883E-5	-10903.796112
0.003840	0.001961	-22655.199237
0.003880	0.000204	-15432.314692
0.003920	0.001150	-17443.482348
0.003960	0.006697	-17648.260320
0.004000	0.002555	-14423.303042
0.004040	0.003518	-15409.041153
0.004080	0.004140	-20973.864309
0.004120	0.003752	-12849.275985
0.004160	0.004798	-14914.867418
0.004200	0.008072	-24162.825396
0.004240	0.006792	-15966.228482
0.004280	0.008995	-13754.885700
0.004320	0.005343	-18838.306394
0.004360	0.004139	-19020.556358
0.004400	0.004185	-20414.667288
0.004440	0.001902	-17377.551458
0.004480	0.005101	-22045.938175
0.004520	0.007164	-20326.402876
